GR_NO,c1,c2,c3,c4,c5,c6,c7,C8,C9
4939, , , , , , , , , 
4940, , , , , , , , , 
4941, , , , , , , , , 
4942, , , , , , , , , 
4943, , , , , , , , , 
4944, , , , , , , , , 
4945, , , , , , , , , 
4946, , , , , , , , , 
4947, , , , , , , , , 
4948, , , , , , , , , 
4949, , , , , , , , , 
4950, , , , , , , , , 
4951, , , , , , , , , 
4952, , , , , , , , , 
4953, , , , , , , , , 
4954, , , , , , , , , 
4955, , , , , , , , , 
4956, , , , , , , , , 
4957, , , , , , , , , 
4958, , , , , , , , , 
4959,411516699745,411516699745,411516699745,411516699745, ,411516699745,411516699745, , 
4960,000013, , , , ,000013,000013, , 
4961,282627,282627, , , ,282627,282627, , 
4962,448350380626,448350380626, , , ,448350380626,448350380626, , 
4963,179481,179481, , , ,179481,179481, , 
4964, , , , , , , , , 
4965, , , , , , , , , 
4966, , , , , , , , , 
4967,208634,208634, , ,208634,208634,208634, , 
4968,030712,030712, , ,030712,030712,030712, , 
4969,414360691457,414360691457, , ,414360691457,414360691457,414360691457, , 
4970,001423,001423, , ,001423,001423,001423, , 
4971,415177736309,415177736309, , , ,415177736309,415177736309, , 
4972,000140,000140, , ,000140,000140,000140, , 
4973,000492=20865+CASH=2895,000492=20865+CASH=2895, , , ,000492=20865+CASH=2895,000492=20865+CASH=2895,000492=20865+CASH=2895, 
4974,IMPS=415713058347=20+IMPS=INDBN05063814067=19700 (5/6/24),IMPS=415713058347=20+IMPS=INDBN05063814067=19700 (5/6/24), , , ,IMPS=415713058347=20+IMPS=INDBN05063814067=19700 (5/6/24),IMPS=415713058347=20+IMPS=INDBN05063814067=19700 (5/6/24),IMPS=415713058347=20+IMPS=INDBN05063814067=19700 (5/6/24), 
4975,000172,000172, , , ,000172,000172,000172, 
4976,416347779820,416347779820, , , ,416347779820,416347779820,416347779820, 
